"","BPS_V","EVT_V","freq","Freq.x","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R.x","G.x","B.x","RED.x","GREEN.x","BLUE.x","Freq.y","EVT_NAME","LFRDB","EVT_FUEL","EVT_Fuel_N","EVT_LF","EVT_PHYS","EVT_GP","EVT_GP_N","SAF_SRM","EVT_ORDER","EVT_CLASS","EVT_SBCLS","R.y","G.y","B.y","RED.y","GREEN.y","BLUE.y"
"1281",1618,9315,103613,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,2671013,"Northern & Central Native Ruderal Forest",9315,2566,"Tr Northern & Central Native Ruderal Forest","Tree","Conifer-Hardwood",740,"Ruderal Forest","LF 53: Ruderal Forest","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",255,105,46,1,0.411765,0.180392
"1282",1618,9317,5869,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,329319,"Northern & Central Ruderal Shrubland",9317,2568,"Sh Northern & Central Ruderal Meadow & Shrubland","Shrub","Exotic Tree-Shrub",706,"Introduced Upland Vegetation-Shrub","LF 52: Introduced Upland Vegetation - Shrub","Shrub-dominated","Shrubland","Deciduous shrubland",255,105,46,1,0.411765,0.180392
"1283",1618,9318,6415,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,141907,"Northern & Central Ruderal Wet Meadow & Marsh",9318,2569,"He Northern & Central Ruderal Wet Meadow & Marsh","Herb","Riparian",709,"Introduced Herbaceous Wetland Vegetation","LF 59: Introduced Herbaceous Wetland and Riparian Vegetation","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,105,46,1,0.411765,0.180392
"1284",1618,9601,343,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,17251,"Great Lakes Dune Grassland",9101,2251,"He Great Lakes Dune Grassland","Herb","Grassland",654,"Atlantic Dunes and Grasslands","LF 57: Dunes and Maritime Grasslands","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,98,41,1,0.384314,0.160784
"1285",1618,9617,1,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,18057,"Laurentian-Acadian Floodplain Shrubland",9117,2475,"Tr Laurentian-Acadian Floodplain Systems","Shrub","Riparian",666,"Eastern Floodplain Forests","SAF 39: Black Ash-American Elm-Red Maple","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",50,137,168,0.196078,0.537255,0.658824
"1286",1618,9677,15,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,1813,"North-Central Interior and Appalachian Acidic Peatland Shrubland",9177,2479,"Tr Central Interior and Appalachian Swamp Systems","Shrub","Riparian",694,"Atlantic Swamp Forests","SAF 61: River Birch-Sycamore","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",0,92,0,0,0.360784,0
"1287",1618,9679,16,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,6391,"North-Central Interior Floodplain Shrubland",9179,2471,"Tr Central Interior and Appalachian Floodplain Systems","Shrub","Riparian",666,"Eastern Floodplain Forests","SAF 61: River Birch-Sycamore","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",0,92,0,0,0.360784,0
"1288",1618,9682,36,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,9499,"North-Central Interior Graminoid Alkaline Fen",9182,2493,"Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Herb","Riparian",675,"Inland Marshes and Prairies","LF 45: Central Interior and Appalachian Herbaceous Wetland","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",91,195,199,0.356863,0.764706,0.780392
"1289",1618,9683,2875,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,329384,"North-Central Interior Wet Meadow",9183,2493,"Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Herb","Riparian",675,"Inland Marshes and Prairies","LF 45: Central Interior and Appalachian Herbaceous Wetland","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",91,195,199,0.356863,0.764706,0.780392
"1290",1618,9817,57394,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,2933410,"Northern & Central Ruderal Meadow",9317,2568,"Sh Northern & Central Ruderal Meadow & Shrubland","Herb","Exotic Herbaceous",703,"Introduced Perennial Grassland and Forbland","LF 54: Introduced Upland Vegetation - Herbaceous","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,105,46,1,0.411765,0.180392
"1291",1619,7238,4830,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,3667079,"Laurentian-Acadian Northern Oak Forest",7362,2238,"Tr Laurentian-Acadian Northern Oak Forest","Tree","Hardwood",665,"Red Pine-White Pine Forest and Woodland","SAF 15: Red Pine","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",174,245,224,0.682353,0.960784,0.878431
"1292",1619,7239,2242,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,1628382,"Laurentian-Acadian Northern Pine-(Oak) Forest",7362,2239,"Tr Laurentian-Acadian Northern Pine-Oak Forest","Tree","Conifer-Hardwood",665,"Red Pine-White Pine Forest and Woodland","SAF 15: Red Pine","Tree-dominated","Closed tree canopy","Mixed evergreen-deciduous closed tree canopy",174,245,224,0.682353,0.960784,0.878431
"1293",1619,7240,587,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,322597,"Laurentian-Acadian Hardwood Forest",7366,2240,"Tr Laurentian-Acadian Hardwood Forest","Tree","Hardwood",685,"Pine-Hemlock-Hardwood Forest","SAF 24: Hemlock-Yellow Birch","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",0,92,0,0,0.360784,0
"1294",1619,7241,898,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,1808819,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",7366,2241,"Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Tree","Conifer-Hardwood",685,"Pine-Hemlock-Hardwood Forest","SAF 24: Hemlock-Yellow Birch","Tree-dominated","Closed tree canopy","Mixed evergreen-deciduous closed tree canopy",0,92,0,0,0.360784,0
"1295",1619,7242,57,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,77427,"Laurentian Oak Barrens",7407,2242,"Tr Laurentian Oak Barrens","Tree","Hardwood",676,"Jack Pine Forest","SAF 15: Red Pine","Tree-dominated","Sparse tree canopy","Deciduous sparse tree canopy",174,245,224,0.682353,0.960784,0.878431
"1296",1619,7243,20,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,17692,"Laurentian Pine-Oak Barrens",7407,2243,"Tr Laurentian Pine-Oak Barrens","Tree","Conifer-Hardwood",676,"Jack Pine Forest","SAF 15: Red Pine","Tree-dominated","Sparse tree canopy","Mixed evergreen-deciduous sparse tree canopy",174,245,224,0.682353,0.960784,0.878431
"1297",1619,7290,10843,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,27563,"North-Central Oak Barrens Herbaceous",7395,2395,"Tr North-Central Oak Barrens","Herb","Grassland",663,"Black Oak Woodland and Savanna","SAF 14: Northern Pin Oak","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",44,127,163,0.172549,0.498039,0.639216
"1298",1619,7295,6873,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,107003,"Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",7295,32,"Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads","Barren","Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",32,"Quarries-Strip Mines-Gravel Pits-Well and Wind Pads","LF 20: Developed","Non-vegetated","Non-vegetated","Developed",230,232,250,0.901961,0.909804,0.980392
"1299",1619,7296,1211301,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,3270460,"Developed-Low Intensity",7296,2902,"Bau Developed-Low Intensity","Developed","Developed-Low Intensity",22,"Developed-Low Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",255,122,143,1,0.478431,0.560784
"1300",1619,7297,852650,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,1758308,"Developed-Medium Intensity",7297,2903,"Bau Developed-Medium Intensity","Developed","Developed-Medium Intensity",23,"Developed-Medium Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",253,44,79,0.992157,0.172549,0.309804
"1301",1619,7298,509908,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,966228,"Developed-High Intensity",7298,2904,"Bau Developed-High Intensity","Developed","Developed-High Intensity",24,"Developed-High Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",173,0,28,0.678431,0,0.109804
"1302",1619,7299,2528311,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,8384094,"Developed-Roads",7299,2905,"Bau Developed-Roads","Developed","Developed-Roads",25,"Developed-Roads","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",1,1,1,0.003922,0.003922,0.003922
"1303",1619,7301,14763,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,8048587,"Laurentian-Acadian Sub-boreal Aspen-Birch Forest",7301,2301,"Tr Boreal Aspen-Birch Forest","Tree","Hardwood",652,"Aspen-Birch Forest","SAF 16: Aspen","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",192,255,138,0.752941,1,0.541176
"1304",1619,7302,10428,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,22977885,"Laurentian-Acadian Northern Hardwoods Forest",7302,2302,"Tr Laurentian-Acadian Northern Hardwoods Forest","Tree","Hardwood",682,"Yellow Birch-Sugar Maple Forest","SAF 27: Sugar Maple","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",171,255,138,0.670588,1,0.541176
"1305",1619,7310,754429,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,3071092,"North-Central Interior Dry-Mesic Oak Forest and Woodland",7310,2310,"Tr North-Central Interior Dry-Mesic Oak Forest and Woodland","Tree","Hardwood",660,"White Oak-Red Oak-Hickory Forest and Woodland","SAF 52: White Oak-Black Oak-Northern Red Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"1306",1619,7311,484589,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2903891,"North-Central Interior Dry Oak Forest and Woodland",7311,2311,"Tr North-Central Interior Dry Oak Forest and Woodland","Tree","Hardwood",663,"Black Oak Woodland and Savanna","SAF 110: Black Oak","Tree-dominated","Open tree canopy","Deciduous open tree canopy",85,187,194,0.333333,0.733333,0.760784
"1307",1619,7313,1192322,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,3451647,"North-Central Interior Beech-Maple Forest",7313,2313,"Tr North-Central Interior Beech-Maple Forest","Tree","Hardwood",655,"Beech-Maple-Basswood Forest","SAF 25: Sugar Maple-Beech-Yellow Birch","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",0,92,0,0,0.360784,0
"1308",1619,7362,3556,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2493193,"Laurentian-Acadian Northern Pine Forest",7362,2362,"Tr Laurentian-Acadian Northern Pine Forest","Tree","Conifer",665,"Red Pine-White Pine Forest and Woodland","SAF 15: Red Pine","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",174,245,224,0.682353,0.960784,0.878431
"1309",1619,7366,1655,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2543617,"Laurentian-Acadian Pine-Hemlock Forest",7366,2366,"Tr Laurentian-Acadian Pine-Hemlock Forest","Tree","Conifer",685,"Pine-Hemlock-Hardwood Forest","SAF 24: Hemlock-Yellow Birch","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",0,92,0,0,0.360784,0
"1310",1619,7394,381,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2302,"North-Central Interior Oak Savanna",7394,2394,"Tr North-Central Interior Oak Savanna","Tree","Hardwood",659,"Bur Oak Woodland and Savanna","SAF 42: Bur Oak","Tree-dominated","Sparse tree canopy","Deciduous sparse tree canopy",6,53,122,0.023529,0.207843,0.478431
"1311",1619,7395,127423,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,411897,"North-Central Oak Barrens Woodland",7395,2395,"Tr North-Central Oak Barrens","Tree","Hardwood",663,"Black Oak Woodland and Savanna","SAF 14: Northern Pin Oak","Tree-dominated","Sparse tree canopy","Deciduous sparse tree canopy",44,127,163,0.172549,0.498039,0.639216
"1312",1619,7407,347,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,479481,"Laurentian Pine Barrens",7407,2407,"Tr Laurentian Pine Barrens","Tree","Conifer",676,"Jack Pine Forest","SAF 15: Red Pine","Tree-dominated","Sparse tree canopy","Evergreen sparse tree canopy",174,245,224,0.682353,0.960784,0.878431
"1313",1619,7411,1113,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,23540,"Great Lakes Wet-Mesic Lakeplain Prairie",7411,2411,"He Great Lakes Wet-Mesic Lakeplain Prairie","Herb","Riparian",675,"Inland Marshes and Prairies","LF 44: Laurentian-Acadian Herbaceous Wetland","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,92,38,1,0.360784,0.14902
"1314",1619,7412,4838,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,25331,"North-Central Interior Sand and Gravel Tallgrass Prairie",7412,2412,"He North-Central Interior Sand and Gravel Tallgrass Prairie","Herb","Grassland",649,"Tallgrass Prairie","SRM 601: Bluestem Prairie","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,137,64,1,0.537255,0.25098
"1315",1619,7466,2,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,159299,"Great Lakes Wooded Dune and Swale",7466,2466,"Tr Great Lakes Wooded Dune and Swale","Tree","Riparian",675,"Inland Marshes and Prairies","SAF 1: Jack Pine","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",174,245,224,0.682353,0.960784,0.878431
"1316",1619,7481,1822,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,16405225,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",7481,2481,"Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Tree","Riparian",694,"Atlantic Swamp Forests","SAF 39: Black Ash-American Elm-Red Maple","Tree-dominated","Closed tree canopy","Mixed evergreen-deciduous closed tree canopy",50,137,168,0.196078,0.537255,0.658824
"1317",1619,7518,1110,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,19376,"North-Central Interior Wet Flatwoods",7518,2518,"Tr North-Central Interior Wet Flatwoods","Tree","Riparian",673,"Hardwood Flatwoods","SAF 65: Pin Oak-Sweetgum","Tree-dominated","Open tree canopy","Deciduous open tree canopy",145,255,115,0.568627,1,0.45098
"1318",1619,7905,310898,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,1634441,"Eastern Cool Temperate Urban Deciduous Forest",7905,2913,"Dtd Urban Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",112,68,137,0.439216,0.266667,0.537255
"1319",1619,7906,26310,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,541630,"Eastern Cool Temperate Urban Evergreen Forest",7906,2914,"Dtc Urban Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",170,102,205,0.666667,0.4,0.803922
"1320",1619,7907,76773,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,648134,"Eastern Cool Temperate Urban Mixed Forest",7907,2915,"Dtm Urban Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",194,158,215,0.760784,0.619608,0.843137
"1321",1619,7908,714443,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2161176,"Eastern Cool Temperate Urban Herbaceous",7908,2916,"Dgr Urban Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",202,122,245,0.792157,0.478431,0.960784
"1322",1619,7909,340568,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,914322,"Eastern Cool Temperate Urban Shrubland",7909,2917,"Dsh Urban Shrubland","Shrub","Developed",17,"Developed-Upland Shrubland","LF 20: Developed","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",207,171,215,0.811765,0.670588,0.843137
"1323",1619,7925,71794,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,396009,"Eastern Cool Temperate Developed Deciduous Forest",7925,2908,"Dtd Developed Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",64,61,168,0.25098,0.239216,0.658824
"1324",1619,7926,10666,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,157296,"Eastern Cool Temperate Developed Evergreen Forest",7926,2909,"Dtc Developed Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",102,119,205,0.4,0.466667,0.803922
"1325",1619,7927,24782,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,139334,"Eastern Cool Temperate Developed Mixed Forest",7927,2910,"Dtm Developed Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",68,79,137,0.266667,0.309804,0.537255
"1326",1619,7928,3091,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,16546,"Eastern Cool Temperate Developed Shrubland",7928,2912,"Dsh Developed Shrubland","Shrub","Developed",17,"Developed-Upland Shrubland","LF 20: Developed","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",122,142,245,0.478431,0.556863,0.960784
"1327",1619,7929,57340,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,199266,"Eastern Cool Temperate Developed Herbaceous",7929,2911,"Dgr Developed Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",158,170,215,0.619608,0.666667,0.843137
"1328",1619,7970,224651,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,1036045,"Eastern Cool Temperate Orchard",7970,2960,"Dab Orchard","Tree","Agricultural",60,"Agricultural-Orchard","LF 80: Agriculture","Tree-dominated","Open tree canopy","Deciduous open tree canopy",210,28,94,0.823529,0.109804,0.368627
"1329",1619,7971,53532,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,110290,"Eastern Cool Temperate Vineyard",7971,2961,"Da Vineyard","Agriculture","Agricultural",61,"Agricultural-Vineyard","LF 80: Agriculture","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",168,0,132,0.658824,0,0.517647
"1330",1619,7972,127185,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,181157,"Eastern Cool Temperate Bush fruit and berries",7972,2962,"Dab Bush Fruit and Berries","Shrub","Agricultural",62,"Agricultural-Bush fruit and berries","LF 80: Agriculture","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",210,28,119,0.823529,0.109804,0.466667
"1331",1619,7973,170263,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,985995,"Eastern Cool Temperate Row Crop - Close Grown Crop",7973,2963,"Da Row Crop - Close Grown Crop","Agriculture","Agricultural",63,"Agricultural-Row Crop-Close Grown Crop","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",255,245,140,1,0.960784,0.54902
"1332",1619,7974,11843868,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,24408796,"Eastern Cool Temperate Row Crop",7974,2964,"Da Row Crop","Agriculture","Agricultural",64,"Agricultural-Row Crop","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",250,255,119,0.980392,1,0.466667
"1333",1619,7975,1283555,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,4744511,"Eastern Cool Temperate Close Grown Crop",7975,2965,"Da Close Grown Crop","Agriculture","Agricultural",65,"Agricultural-Close Grown Crop","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",255,237,119,1,0.929412,0.466667
"1334",1619,7976,1139072,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,3585837,"Eastern Cool Temperate Fallow/Idle Cropland",7976,2966,"Dab Fallow/Idle Cropland","Herb","Agricultural",66,"Agricultural-Fallow/Idle Cropland","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",255,255,119,1,1,0.466667
"1335",1619,7977,1223795,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,5133297,"Eastern Cool Temperate Pasture and Hayland",7977,2967,"Dab Pasture and Hayland","Herb","Agricultural",67,"Agricultural-Pasture and Hayland","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",227,212,28,0.890196,0.831373,0.109804
"1336",1619,7978,1061160,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549,2112275,"Eastern Cool Temperate Wheat",7978,2968,"Da Wheat","Agriculture","Agricultural",68,"Agricultural-Wheat","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",250,227,163,0.980392,0.890196,0.639216
