"","BPS_V","SCL_V","freq","X","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE"
"281",2029,"Developed",7828,77,86898,14210,"49","14210_49_52","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"282",2029,"Ag",45340,77,86898,14210,"49","14210_49_52","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"283",2031,"NatVeg",26898,78,59421,14660,"49","14660_49","Great Lakes Wooded Dune and Swale","Riparian",2663,533,NA,444,17,83,NA,"V-A",181,0,0,0.709804,0,0
"284",2031,"Other",6153,78,59421,14660,"49","14660_49","Great Lakes Wooded Dune and Swale","Riparian",2663,533,NA,444,17,83,NA,"V-A",181,0,0,0.709804,0,0
"285",2031,"Developed",21869,78,59421,14660,"49","14660_49","Great Lakes Wooded Dune and Swale","Riparian",2663,533,NA,444,17,83,NA,"V-A",181,0,0,0.709804,0,0
"286",2031,"Ag",4501,78,59421,14660,"49","14660_49","Great Lakes Wooded Dune and Swale","Riparian",2663,533,NA,444,17,83,NA,"V-A",181,0,0,0.709804,0,0
"287",2033,"NatVeg",2918,79,16081,14710,"49","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",NA,426,68,59,NA,14,86,"III-A",0,191,176,0,0.74902,0.690196
"288",2033,"Other",2768,79,16081,14710,"49","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",NA,426,68,59,NA,14,86,"III-A",0,191,176,0,0.74902,0.690196
"289",2033,"Developed",1469,79,16081,14710,"49","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",NA,426,68,59,NA,14,86,"III-A",0,191,176,0,0.74902,0.690196
"290",2033,"Ag",8926,79,16081,14710,"49","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",NA,426,68,59,NA,14,86,"III-A",0,191,176,0,0.74902,0.690196
"291",2034,"NatVeg",3270,80,13690,14720,"49","14720_49","Central Interior and Appalachian Riparian Systems","Riparian",996,NA,198,165,17,NA,83,"III-B",36,255,20,0.141176,1,0.078431
"292",2034,"Other",1063,80,13690,14720,"49","14720_49","Central Interior and Appalachian Riparian Systems","Riparian",996,NA,198,165,17,NA,83,"III-B",36,255,20,0.141176,1,0.078431
"293",2034,"Developed",949,80,13690,14720,"49","14720_49","Central Interior and Appalachian Riparian Systems","Riparian",996,NA,198,165,17,NA,83,"III-B",36,255,20,0.141176,1,0.078431
"294",2034,"Ag",8408,80,13690,14720,"49","14720_49","Central Interior and Appalachian Riparian Systems","Riparian",996,NA,198,165,17,NA,83,"III-B",36,255,20,0.141176,1,0.078431
"295",2036,"NatVeg",47,81,191,15180,"49","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,NA,NA,993,100,NA,NA,"V-B",211,237,38,0.827451,0.929412,0.14902
"296",2036,"Other",20,81,191,15180,"49","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,NA,NA,993,100,NA,NA,"V-B",211,237,38,0.827451,0.929412,0.14902
"297",2036,"Developed",33,81,191,15180,"49","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,NA,NA,993,100,NA,NA,"V-B",211,237,38,0.827451,0.929412,0.14902
"298",2036,"Ag",91,81,191,15180,"49","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,NA,NA,993,100,NA,NA,"V-B",211,237,38,0.827451,0.929412,0.14902
"299",2726,"NatVeg",70256,82,104489,13622,"50","13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,NA,40,34,15,NA,85,"I-C",255,167,127,1,0.654902,0.498039
"300",2726,"Other",8645,82,104489,13622,"50","13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,NA,40,34,15,NA,85,"I-C",255,167,127,1,0.654902,0.498039
"301",2726,"Developed",20356,82,104489,13622,"50","13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,NA,40,34,15,NA,85,"I-C",255,167,127,1,0.654902,0.498039
"302",2726,"Ag",5232,82,104489,13622,"50","13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,NA,40,34,15,NA,85,"I-C",255,167,127,1,0.654902,0.498039
